"IDCliente","EstadoCivil","Género","Ingresos","Hijos","Educación","Ocupación","Casa","Coches","Distancia","Región","Edad","Comprador"
"20310","Soltero","Masculino","60000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","27","Yes"
"20339","Casado","Femenino","130000","1","Bachelors","Management","Yes","4","2-5 Miles","Norte America","44","Yes"
"20343","Casado","Femenino","90000","4","Partial College","Professional","Yes","1","1-2 Miles","Norte America","45","No"
"20361","Casado","Masculino","50000","2","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","69","No"
"20370","Casado","Masculino","70000","3","Partial High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","52","No"
"20376","Soltero","Femenino","70000","3","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","52","Yes"
"20380","Casado","Femenino","60000","3","Graduate Degree","Management","Yes","2","10+ Miles","Norte America","69","No"
"20401","Casado","Femenino","50000","4","Bachelors","Management","Yes","2","1-2 Miles","Norte America","64","Yes"
"20414","Casado","Femenino","60000","0","Partial College","Skilled Manual","Yes","2","5-10 Miles","Norte America","29","No"
"20417","Casado","Masculino","30000","3","Partial College","Clerical","No","2","5-10 Miles","Pacifico","56","No"
"20421","Soltero","Femenino","40000","0","Partial High School","Clerical","Yes","2","5-10 Miles","Norte America","26","No"
"20430","Casado","Masculino","70000","2","Partial College","Skilled Manual","Yes","2","5-10 Miles","Pacifico","52","Yes"
"20504","Casado","Femenino","40000","5","High School","Professional","No","2","2-5 Miles","Norte America","60","No"
"20505","Casado","Femenino","40000","5","High School","Professional","No","2","10+ Miles","Norte America","61","No"
"20514","Casado","Femenino","70000","2","Partial College","Professional","Yes","1","2-5 Miles","Norte America","59","No"
"20518","Casado","Femenino","70000","2","Partial College","Professional","Yes","1","10+ Miles","Norte America","58","No"
"20528","Casado","Masculino","40000","2","Partial High School","Skilled Manual","Yes","2","2-5 Miles","Norte America","55","No"
"20535","Casado","Femenino","70000","4","Partial College","Professional","Yes","1","10+ Miles","Norte America","56","No"
"20567","Casado","Masculino","130000","4","Partial College","Professional","No","4","5-10 Miles","Europa","61","Yes"
"20598","Casado","Masculino","100000","3","Partial High School","Professional","Yes","0","10+ Miles","Europa","59","Yes"
"20606","Casado","Femenino","70000","0","Bachelors","Professional","Yes","4","10+ Miles","Pacifico","32","Yes"
"20619","Soltero","Masculino","80000","0","Bachelors","Professional","No","4","10+ Miles","Pacifico","35","No"
"20625","Casado","Masculino","100000","0","High School","Management","Yes","3","10+ Miles","Pacifico","35","Yes"
"20657","Soltero","Masculino","50000","2","Bachelors","Skilled Manual","Yes","0","2-5 Miles","Norte America","37","Yes"
"20659","Casado","Masculino","70000","3","Graduate Degree","Professional","Yes","0","0-1 Miles","Norte America","35","Yes"
"20678","Soltero","Femenino","60000","3","Bachelors","Skilled Manual","Yes","1","2-5 Miles","Norte America","40","Yes"
"20698","Casado","Masculino","60000","4","Bachelors","Skilled Manual","Yes","3","5-10 Miles","Norte America","42","No"
"20711","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","0","1-2 Miles","Europa","32","Yes"
"20729","Casado","Femenino","40000","2","Partial College","Clerical","No","1","0-1 Miles","Europa","34","No"
"20754","Casado","Masculino","30000","2","High School","Skilled Manual","Yes","2","1-2 Miles","Norte America","51","No"
"20758","Casado","Masculino","30000","2","High School","Skilled Manual","Yes","2","1-2 Miles","Norte America","50","No"
"20797","Casado","Femenino","10000","1","Bachelors","Manual","Yes","0","0-1 Miles","Europa","48","No"
"20828","Casado","Femenino","30000","4","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","45","Yes"
"20839","Soltero","Femenino","30000","3","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","47","Yes"
"20851","Soltero","Masculino","20000","0","Partial College","Manual","No","1","2-5 Miles","Europa","36","Yes"
"20870","Soltero","Femenino","10000","2","High School","Manual","Yes","1","0-1 Miles","Europa","38","Yes"
"20877","Soltero","Masculino","30000","1","Bachelors","Clerical","Yes","0","1-2 Miles","Europa","37","Yes"
"20897","Casado","Femenino","30000","1","Bachelors","Skilled Manual","Yes","2","0-1 Miles","Europa","40","No"
"20919","Soltero","Femenino","30000","2","Partial College","Clerical","Yes","2","0-1 Miles","Europa","42","No"
"20923","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","0","0-1 Miles","Europa","42","Yes"
"20927","Soltero","Femenino","20000","5","High School","Manual","Yes","2","0-1 Miles","Europa","27","No"
"20942","Soltero","Femenino","20000","0","High School","Manual","No","1","5-10 Miles","Europa","31","No"
"20946","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","2-5 Miles","Europa","30","No"
"20962","Casado","Femenino","20000","1","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","45","No"
"20970","Soltero","Masculino","10000","2","Partial College","Manual","Yes","1","0-1 Miles","Europa","52","Yes"
"20974","Casado","Masculino","10000","2","Bachelors","Clerical","Yes","1","0-1 Miles","Europa","66","No"
"20977","Casado","Masculino","20000","1","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","64","Yes"
"20994","Casado","Femenino","20000","0","Bachelors","Clerical","No","0","0-1 Miles","Pacifico","26","Yes"
"21006","Soltero","Femenino","20000","1","Partial College","Manual","No","0","0-1 Miles","Europa","46","Yes"
"21039","Soltero","Femenino","50000","0","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Europa","37","Yes"
"21094","Soltero","Femenino","30000","2","Partial College","Clerical","Yes","2","0-1 Miles","Europa","42","No"
"21108","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","1","0-1 Miles","Europa","43","Yes"
"21184","Soltero","Masculino","70000","0","Bachelors","Professional","No","1","5-10 Miles","Pacifico","38","No"
"21207","Casado","Masculino","60000","1","Partial College","Skilled Manual","Yes","1","5-10 Miles","Pacifico","46","No"
"21213","Soltero","Masculino","70000","0","Bachelors","Professional","No","1","5-10 Miles","Pacifico","41","No"
"21260","Soltero","Femenino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","30","No"
"21266","Soltero","Femenino","80000","0","Bachelors","Management","Yes","1","1-2 Miles","Norte America","34","Yes"
"21306","Soltero","Masculino","60000","2","High School","Professional","Yes","2","5-10 Miles","Norte America","51","No"
"21365","Casado","Femenino","10000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","58","No"
"21375","Soltero","Masculino","20000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","57","No"
"21417","Soltero","Femenino","60000","0","Partial College","Professional","No","2","1-2 Miles","Norte America","32","Yes"
"21441","Casado","Masculino","50000","4","Bachelors","Management","Yes","2","10+ Miles","Norte America","64","No"
"21451","Casado","Femenino","40000","4","High School","Professional","Yes","2","10+ Miles","Norte America","61","No"
"21471","Casado","Masculino","70000","2","Partial College","Professional","Yes","1","10+ Miles","Norte America","59","No"
"21554","Soltero","Femenino","80000","0","Bachelors","Professional","No","3","10+ Miles","Pacifico","33","No"
"21557","Soltero","Femenino","110000","0","Partial College","Management","Yes","3","10+ Miles","Pacifico","32","Yes"
"21560","Casado","Masculino","120000","0","Partial High School","Professional","Yes","4","10+ Miles","Pacifico","32","Yes"
"21561","Soltero","Masculino","90000","0","Bachelors","Professional","No","3","10+ Miles","Pacifico","34","Yes"
"21564","Soltero","Femenino","80000","0","Bachelors","Professional","Yes","4","10+ Miles","Pacifico","35","No"
"21568","Casado","Femenino","100000","0","High School","Management","Yes","4","10+ Miles","Pacifico","34","Yes"
"21583","Casado","Femenino","50000","1","Bachelors","Skilled Manual","Yes","0","0-1 Miles","Norte America","34","Yes"
"21587","Casado","Femenino","60000","1","Graduate Degree","Skilled Manual","Yes","0","2-5 Miles","Norte America","34","Yes"
"21599","Casado","Femenino","60000","1","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","36","Yes"
"21613","Soltero","Masculino","50000","2","Bachelors","Skilled Manual","No","1","0-1 Miles","Norte America","39","Yes"
"21660","Casado","Femenino","60000","3","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","43","Yes"
"21693","Soltero","Femenino","60000","0","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Norte America","40","No"
"21695","Casado","Masculino","60000","0","Graduate Degree","Skilled Manual","Yes","0","1-2 Miles","Norte America","39","Yes"
"21713","Soltero","Masculino","80000","5","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Norte America","47","No"
"21714","Soltero","Femenino","80000","5","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Norte America","47","No"
"21717","Casado","Masculino","40000","2","Partial College","Clerical","Yes","1","0-1 Miles","Norte America","47","No"
"21738","Casado","Masculino","20000","1","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","43","No"
"21741","Casado","Femenino","70000","3","Partial College","Professional","Yes","2","5-10 Miles","Norte America","50","Yes"
"21751","Casado","Masculino","60000","3","Graduate Degree","Management","Yes","2","1-2 Miles","Norte America","63","No"
"21752","Casado","Masculino","60000","3","Graduate Degree","Management","Yes","2","10+ Miles","Norte America","64","No"
"21770","Casado","Masculino","60000","4","Bachelors","Management","Yes","2","10+ Miles","Norte America","60","No"
"21801","Casado","Femenino","70000","4","Partial College","Professional","Yes","1","1-2 Miles","Norte America","55","No"
"21891","Casado","Femenino","110000","0","High School","Management","Yes","3","10+ Miles","Pacifico","34","Yes"
"21940","Casado","Masculino","90000","5","Graduate Degree","Professional","Yes","0","0-1 Miles","Norte America","47","Yes"
"21974","Soltero","Femenino","70000","0","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","42","Yes"
"21980","Soltero","Femenino","60000","1","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","44","Yes"
"22005","Casado","Femenino","70000","5","Partial College","Skilled Manual","No","3","5-10 Miles","Pacifico","46","No"
"22006","Casado","Masculino","70000","5","Partial College","Skilled Manual","Yes","3","5-10 Miles","Pacifico","46","No"
"22010","Soltero","Masculino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","31","No"
"22014","Soltero","Masculino","30000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","26","No"
"22042","Casado","Femenino","70000","0","Partial College","Skilled Manual","Yes","2","5-10 Miles","Norte America","34","Yes"
"22046","Soltero","Femenino","80000","0","Bachelors","Management","No","1","0-1 Miles","Norte America","38","Yes"
"22050","Soltero","Masculino","90000","4","Bachelors","Management","Yes","1","1-2 Miles","Norte America","38","Yes"
"22088","Casado","Femenino","130000","1","Bachelors","Management","Yes","2","0-1 Miles","Norte America","45","Yes"
"22118","Soltero","Femenino","70000","3","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","53","Yes"
"22127","Casado","Masculino","60000","3","Graduate Degree","Management","Yes","2","1-2 Miles","Norte America","67","No"
"22155","Casado","Masculino","20000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","58","No"
"22170","Casado","Femenino","30000","3","Partial College","Clerical","No","2","1-2 Miles","Pacifico","55","Yes"
"22173","Casado","Femenino","30000","3","High School","Skilled Manual","No","2","1-2 Miles","Pacifico","54","Yes"
"22174","Casado","Masculino","30000","3","High School","Skilled Manual","Yes","2","5-10 Miles","Pacifico","54","Yes"
"22175","Casado","Femenino","30000","3","High School","Skilled Manual","Yes","2","5-10 Miles","Pacifico","53","Yes"
"22204","Casado","Masculino","110000","4","Bachelors","Management","Yes","3","2-5 Miles","Pacifico","48","No"
"22211","Casado","Masculino","60000","0","Partial College","Professional","Yes","2","5-10 Miles","Norte America","32","No"
"22219","Casado","Femenino","60000","2","High School","Professional","Yes","2","5-10 Miles","Norte America","49","No"
"22220","Casado","Masculino","60000","2","High School","Professional","No","2","1-2 Miles","Norte America","49","Yes"
"22221","Casado","Masculino","60000","2","High School","Professional","No","2","1-2 Miles","Norte America","48","Yes"
"22227","Casado","Femenino","60000","2","High School","Professional","Yes","2","5-10 Miles","Norte America","50","No"
"22252","Soltero","Femenino","60000","1","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","36","Yes"
"22294","Soltero","Femenino","70000","0","Bachelors","Professional","No","1","2-5 Miles","Norte America","37","Yes"
"22296","Casado","Masculino","70000","0","Bachelors","Professional","No","1","0-1 Miles","Norte America","38","No"
"22330","Casado","Masculino","50000","0","Graduate Degree","Skilled Manual","Yes","0","1-2 Miles","Norte America","32","Yes"
"22381","Casado","Masculino","10000","1","Graduate Degree","Manual","Yes","0","0-1 Miles","Europa","44","No"
"22399","Soltero","Masculino","10000","0","Partial College","Manual","Yes","1","1-2 Miles","Pacifico","26","Yes"
"22400","Casado","Masculino","10000","0","Partial College","Manual","No","1","0-1 Miles","Pacifico","26","Yes"
"22402","Casado","Masculino","10000","0","Partial College","Manual","Yes","1","2-5 Miles","Pacifico","25","Yes"
"22439","Casado","Femenino","30000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","37","Yes"
"22464","Casado","Masculino","40000","0","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","37","Yes"
"22496","Casado","Femenino","30000","1","Bachelors","Skilled Manual","Yes","2","0-1 Miles","Europa","42","No"
"22500","Soltero","Masculino","40000","0","Bachelors","Professional","No","0","0-1 Miles","Europa","40","Yes"
"22518","Soltero","Femenino","30000","3","Partial College","Clerical","No","2","0-1 Miles","Europa","27","Yes"
"22527","Soltero","Femenino","20000","0","High School","Manual","No","1","2-5 Miles","Europa","29","No"
"22538","Soltero","Femenino","10000","0","Partial High School","Manual","Yes","2","1-2 Miles","Europa","33","No"
"22610","Casado","Masculino","30000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","35","Yes"
"22633","Soltero","Femenino","40000","0","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","37","Yes"
"22634","Soltero","Femenino","40000","0","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","38","Yes"
"22636","Soltero","Femenino","40000","0","Bachelors","Clerical","No","0","0-1 Miles","Europa","38","Yes"
"22672","Soltero","Femenino","30000","2","Partial College","Clerical","Yes","0","0-1 Miles","Europa","43","No"
"22707","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","2-5 Miles","Europa","30","No"
"22719","Soltero","Masculino","110000","3","Bachelors","Management","Yes","4","2-5 Miles","Norte America","40","Yes"
"22730","Casado","Masculino","70000","5","Bachelors","Management","Yes","2","10+ Miles","Norte America","63","No"
"22743","Casado","Femenino","40000","5","High School","Professional","Yes","2","10+ Miles","Norte America","60","No"
"22821","Casado","Femenino","130000","3","Partial College","Professional","Yes","4","0-1 Miles","Europa","52","No"
"22830","Casado","Masculino","120000","4","Partial College","Management","Yes","3","10+ Miles","Europa","56","No"
"22864","Casado","Masculino","90000","2","Partial College","Professional","No","0","5-10 Miles","Norte America","49","Yes"
"22918","Soltero","Masculino","80000","5","Graduate Degree","Management","Yes","3","0-1 Miles","Pacifico","40","No"
"22930","Casado","Masculino","90000","4","Bachelors","Professional","Yes","0","1-2 Miles","Pacifico","38","Yes"
"22931","Casado","Masculino","100000","5","Graduate Degree","Management","No","1","1-2 Miles","Pacifico","78","Yes"
"22936","Soltero","Femenino","60000","1","Partial College","Skilled Manual","No","1","0-1 Miles","Pacifico","45","Yes"
"22971","Soltero","Femenino","30000","0","High School","Skilled Manual","No","2","0-1 Miles","Norte America","25","Yes"
"22974","Casado","Femenino","30000","2","Partial College","Clerical","Yes","2","5-10 Miles","Pacifico","69","No"
"22976","Soltero","Masculino","40000","0","High School","Skilled Manual","No","2","0-1 Miles","Norte America","28","Yes"
"22983","Soltero","Femenino","30000","0","Partial High School","Clerical","Yes","2","5-10 Miles","Norte America","27","No"
"22988","Casado","Femenino","40000","2","Bachelors","Management","Yes","2","5-10 Miles","Pacifico","66","Yes"
"22994","Casado","Femenino","80000","0","Bachelors","Management","Yes","1","1-2 Miles","Norte America","34","Yes"
"23027","Soltero","Masculino","130000","1","Bachelors","Management","No","4","0-1 Miles","Norte America","44","No"
"23041","Soltero","Femenino","70000","4","High School","Professional","Yes","0","5-10 Miles","Norte America","50","Yes"
"23089","Casado","Masculino","40000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","28","No"
"23105","Soltero","Masculino","40000","3","Partial High School","Clerical","No","2","5-10 Miles","Pacifico","52","Yes"
"23144","Casado","Masculino","50000","1","Bachelors","Skilled Manual","Yes","0","0-1 Miles","Norte America","34","Yes"
"23158","Casado","Femenino","60000","1","Graduate Degree","Professional","No","0","0-1 Miles","Norte America","35","Yes"
"23195","Soltero","Masculino","50000","3","Bachelors","Skilled Manual","Yes","2","2-5 Miles","Norte America","41","Yes"
"23197","Casado","Masculino","50000","3","Bachelors","Skilled Manual","Yes","2","2-5 Miles","Norte America","40","No"
"23200","Casado","Femenino","50000","3","Bachelors","Skilled Manual","Yes","2","0-1 Miles","Norte America","41","No"
"23217","Soltero","Femenino","60000","3","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","43","Yes"
"23248","Casado","Femenino","10000","2","High School","Manual","Yes","2","1-2 Miles","Norte America","53","No"
"23256","Soltero","Masculino","30000","1","High School","Clerical","No","1","5-10 Miles","Norte America","52","No"
"23275","Casado","Masculino","30000","2","High School","Skilled Manual","Yes","2","1-2 Miles","Norte America","49","No"
"23316","Soltero","Masculino","30000","3","Partial College","Clerical","No","2","1-2 Miles","Pacifico","59","Yes"
"23333","Casado","Masculino","40000","0","Partial College","Skilled Manual","No","2","1-2 Miles","Norte America","30","No"
"23358","Casado","Masculino","60000","0","High School","Professional","Yes","2","5-10 Miles","Norte America","32","Yes"
"23368","Casado","Femenino","60000","5","Bachelors","Skilled Manual","Yes","3","10+ Miles","Norte America","41","No"
"23376","Casado","Masculino","70000","1","Bachelors","Professional","Yes","1","2-5 Miles","Norte America","44","Yes"
"23378","Casado","Masculino","70000","1","Partial College","Skilled Manual","Yes","1","2-5 Miles","Norte America","44","Yes"
"23419","Soltero","Femenino","70000","5","Bachelors","Professional","Yes","3","10+ Miles","Pacifico","39","No"
"23426","Soltero","Masculino","80000","5","Graduate Degree","Management","Yes","3","0-1 Miles","Pacifico","40","No"
"23432","Soltero","Masculino","70000","0","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","37","Yes"
"23449","Casado","Masculino","60000","2","High School","Professional","Yes","2","5-10 Miles","Norte America","48","No"
"23455","Soltero","Masculino","80000","2","Partial High School","Skilled Manual","No","2","1-2 Miles","Norte America","50","No"
"23459","Casado","Masculino","60000","2","High School","Professional","Yes","2","5-10 Miles","Norte America","50","No"
"23461","Casado","Femenino","90000","5","Partial College","Professional","Yes","3","2-5 Miles","Norte America","40","No"
"23479","Soltero","Masculino","90000","0","Partial College","Professional","No","2","0-1 Miles","Norte America","43","Yes"
"23491","Soltero","Masculino","100000","3","Partial College","Professional","No","4","1-2 Miles","Norte America","45","No"
"23513","Casado","Femenino","40000","3","Partial College","Professional","Yes","2","5-10 Miles","Norte America","54","No"
"23542","Soltero","Masculino","60000","1","Partial College","Skilled Manual","No","1","0-1 Miles","Pacifico","45","Yes"
"23549","Soltero","Masculino","30000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","30","No"
"23571","Casado","Femenino","40000","2","Bachelors","Management","Yes","2","0-1 Miles","Pacifico","66","Yes"
"23586","Casado","Femenino","80000","0","Bachelors","Management","Yes","1","1-2 Miles","Norte America","34","Yes"
"23608","Casado","Femenino","150000","3","High School","Professional","Yes","3","0-1 Miles","Europa","51","Yes"
"23627","Soltero","Femenino","100000","3","Partial College","Management","No","4","5-10 Miles","Europa","56","No"
"23668","Casado","Femenino","40000","4","High School","Professional","Yes","2","5-10 Miles","Norte America","59","Yes"
"23672","Casado","Femenino","60000","3","Graduate Degree","Management","Yes","2","1-2 Miles","Norte America","67","No"
"23704","Soltero","Masculino","40000","5","High School","Professional","Yes","4","10+ Miles","Norte America","60","Yes"
"23707","Soltero","Masculino","70000","5","Bachelors","Management","Yes","3","10+ Miles","Norte America","60","Yes"
"23712","Soltero","Femenino","70000","2","Bachelors","Management","Yes","1","10+ Miles","Norte America","59","No"
"23731","Casado","Masculino","60000","2","High School","Professional","Yes","2","2-5 Miles","Norte America","54","Yes"
"23780","Soltero","Masculino","40000","2","Partial College","Clerical","No","2","0-1 Miles","Europa","36","Yes"
"23797","Soltero","Masculino","20000","3","Partial High School","Clerical","No","2","0-1 Miles","Norte America","50","No"
"23801","Casado","Femenino","20000","2","Partial High School","Clerical","Yes","2","0-1 Miles","Norte America","49","No"
"23818","Casado","Femenino","50000","0","Graduate Degree","Skilled Manual","Yes","0","1-2 Miles","Norte America","33","Yes"
"23882","Soltero","Femenino","80000","3","Graduate Degree","Professional","Yes","0","0-1 Miles","Norte America","37","Yes"
"23893","Casado","Masculino","50000","3","Bachelors","Skilled Manual","Yes","3","10+ Miles","Norte America","41","No"
"23908","Soltero","Masculino","30000","1","Bachelors","Clerical","No","1","0-1 Miles","Europa","39","Yes"
"23915","Casado","Masculino","20000","2","High School","Manual","Yes","2","0-1 Miles","Europa","42","No"
"23940","Casado","Masculino","40000","1","Bachelors","Skilled Manual","Yes","1","0-1 Miles","Europa","44","Yes"
"23962","Casado","Femenino","10000","0","Partial High School","Manual","Yes","2","1-2 Miles","Europa","32","No"
"23963","Casado","Masculino","10000","0","Partial High School","Manual","No","2","0-1 Miles","Europa","33","No"
"23979","Soltero","Masculino","10000","2","Partial College","Manual","No","0","0-1 Miles","Europa","50","No"
"23986","Casado","Femenino","20000","1","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","66","Yes"
"23993","Soltero","Femenino","10000","0","Partial College","Manual","No","1","0-1 Miles","Pacifico","26","Yes"
"24061","Casado","Masculino","10000","4","Partial High School","Manual","Yes","1","0-1 Miles","Europa","40","Yes"
"24065","Soltero","Femenino","20000","2","High School","Manual","Yes","0","0-1 Miles","Europa","40","Yes"
"24093","Soltero","Femenino","80000","0","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Europa","40","Yes"
"24107","Casado","Masculino","30000","3","Partial College","Clerical","Yes","1","0-1 Miles","Europa","43","No"
"24119","Soltero","Masculino","30000","0","Partial College","Clerical","No","1","2-5 Miles","Europa","29","No"
"24121","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","0-1 Miles","Europa","29","Yes"
"24140","Soltero","Masculino","10000","0","Graduate Degree","Manual","No","0","0-1 Miles","Europa","30","Yes"
"24149","Casado","Masculino","10000","2","Partial College","Manual","Yes","0","1-2 Miles","Europa","49","No"
"24151","Soltero","Masculino","20000","1","Bachelors","Clerical","No","0","0-1 Miles","Europa","51","No"
"24174","Casado","Masculino","20000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Pacifico","27","Yes"
"24185","Soltero","Femenino","10000","1","High School","Manual","No","1","1-2 Miles","Europa","45","No"
"24187","Soltero","Femenino","30000","3","Graduate Degree","Clerical","No","0","0-1 Miles","Europa","46","Yes"
"24201","Casado","Femenino","10000","2","High School","Manual","Yes","0","0-1 Miles","Europa","37","Yes"
"24273","Casado","Femenino","20000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","55","Yes"
"24279","Soltero","Masculino","40000","2","Partial College","Skilled Manual","No","2","1-2 Miles","Pacifico","52","No"
"24305","Soltero","Masculino","100000","1","Bachelors","Management","No","3","0-1 Miles","Pacifico","46","Yes"
"24322","Casado","Femenino","60000","4","Bachelors","Skilled Manual","Yes","2","0-1 Miles","Norte America","42","No"
"24324","Soltero","Femenino","60000","4","Bachelors","Skilled Manual","Yes","2","2-5 Miles","Norte America","41","Yes"
"24357","Casado","Masculino","60000","3","Bachelors","Professional","Yes","1","2-5 Miles","Norte America","48","Yes"
"24369","Casado","Femenino","80000","5","Graduate Degree","Management","No","2","0-1 Miles","Pacifico","39","No"
"24381","Soltero","Masculino","70000","0","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","41","Yes"
"24397","Soltero","Masculino","120000","2","Bachelors","Management","No","4","1-2 Miles","Norte America","40","No"
"24398","Casado","Masculino","130000","1","Graduate Degree","Management","Yes","4","0-1 Miles","Norte America","41","No"
"24416","Casado","Masculino","90000","4","High School","Professional","Yes","2","1-2 Miles","Norte America","45","No"
"24433","Casado","Masculino","70000","3","High School","Professional","No","1","1-2 Miles","Norte America","52","Yes"
"24466","Casado","Femenino","60000","1","Partial College","Skilled Manual","Yes","1","5-10 Miles","Pacifico","46","Yes"
"24485","Soltero","Masculino","40000","2","Bachelors","Management","No","1","5-10 Miles","Pacifico","52","Yes"
"24496","Soltero","Femenino","40000","0","High School","Skilled Manual","No","2","0-1 Miles","Norte America","28","Yes"
"24514","Casado","Masculino","40000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","30","No"
"24584","Soltero","Masculino","60000","0","Bachelors","Professional","No","3","2-5 Miles","Pacifico","31","No"
"24611","Soltero","Masculino","90000","0","Bachelors","Professional","No","4","10+ Miles","Pacifico","35","Yes"
"24637","Casado","Masculino","40000","4","High School","Professional","Yes","2","10+ Miles","Norte America","64","No"
"24643","Soltero","Femenino","60000","4","Bachelors","Management","Yes","2","10+ Miles","Norte America","63","No"
"24725","Casado","Femenino","40000","3","Partial College","Clerical","Yes","0","1-2 Miles","Norte America","31","No"
"24738","Casado","Femenino","40000","1","Partial College","Clerical","Yes","1","1-2 Miles","Norte America","51","Yes"
"24745","Soltero","Femenino","30000","2","High School","Skilled Manual","No","2","0-1 Miles","Norte America","49","No"
"24801","Soltero","Masculino","60000","1","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","35","Yes"
"24842","Soltero","Femenino","90000","3","High School","Professional","No","1","2-5 Miles","Europa","51","No"
"24857","Casado","Femenino","130000","3","High School","Professional","Yes","4","0-1 Miles","Europa","52","No"
"24871","Soltero","Femenino","90000","4","High School","Management","No","3","5-10 Miles","Europa","56","No"
"24898","Soltero","Femenino","80000","0","Bachelors","Professional","Yes","3","10+ Miles","Pacifico","32","No"
"24901","Soltero","Masculino","110000","0","Partial College","Management","No","3","10+ Miles","Pacifico","32","Yes"
"24941","Casado","Masculino","60000","3","Bachelors","Management","Yes","2","10+ Miles","Norte America","66","No"
"24943","Casado","Masculino","60000","3","Bachelors","Management","Yes","2","10+ Miles","Norte America","66","No"
"24955","Soltero","Masculino","30000","5","Partial High School","Skilled Manual","Yes","3","10+ Miles","Norte America","60","Yes"
"24958","Soltero","Femenino","40000","5","High School","Professional","No","3","2-5 Miles","Norte America","60","Yes"
"24979","Casado","Femenino","60000","2","Partial College","Professional","Yes","2","2-5 Miles","Norte America","57","Yes"
"24981","Casado","Masculino","60000","2","Partial College","Professional","Yes","2","10+ Miles","Norte America","56","No"
"25006","Soltero","Femenino","30000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","28","No"
"25026","Casado","Masculino","20000","2","Partial High School","Clerical","Yes","3","5-10 Miles","Pacifico","54","No"
"25041","Soltero","Masculino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","31","No"
"25058","Casado","Masculino","100000","1","Bachelors","Management","Yes","3","2-5 Miles","Pacifico","47","No"
"25065","Casado","Masculino","70000","2","Partial High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","48","No"
"25074","Casado","Femenino","70000","4","Bachelors","Professional","Yes","2","2-5 Miles","Norte America","42","Yes"
"25101","Casado","Masculino","60000","5","Bachelors","Professional","Yes","1","2-5 Miles","Norte America","47","No"
"25148","Casado","Masculino","60000","2","High School","Professional","No","2","1-2 Miles","Norte America","48","Yes"
"25184","Soltero","Masculino","110000","1","Partial College","Professional","Yes","4","5-10 Miles","Norte America","45","Yes"
"25241","Casado","Masculino","90000","2","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","47","No"
"25261","Casado","Masculino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","27","No"
