Nombre,Plataforma,Editorial,Genero,Año,Region,Ventas
Cossacks: European Wars,PC,Strategy First,Strategy,2001,Otros,0
Chess,PS,Success,Strategy,2001,Europa,0.04
Chess,PS,Success,Strategy,2001,Japon,0
Chess,PS,Success,Strategy,2001,NorteAmerica,0.05
Chess,PS,Success,Strategy,2001,Otros,0.01
The Flintstones: Big Trouble in Bedrock,GBA,Swing! Entertainment,Platform,2001,Europa,0.01
The Flintstones: Big Trouble in Bedrock,GBA,Swing! Entertainment,Platform,2001,Japon,0
The Flintstones: Big Trouble in Bedrock,GBA,Swing! Entertainment,Platform,2001,NorteAmerica,0.02
The Flintstones: Big Trouble in Bedrock,GBA,Swing! Entertainment,Platform,2001,Otros,0
Hidden Invasion,PS2,Swing! Entertainment,Shooter,2001,Europa,0.03
Hidden Invasion,PS2,Swing! Entertainment,Shooter,2001,Japon,0
Hidden Invasion,PS2,Swing! Entertainment,Shooter,2001,NorteAmerica,0.04
Hidden Invasion,PS2,Swing! Entertainment,Shooter,2001,Otros,0.01
Densha De Go! 3 Tsuukinhen,PS2,Taito,Simulation,2001,Europa,0
Densha De Go! 3 Tsuukinhen,PS2,Taito,Simulation,2001,Japon,0.06
Densha De Go! 3 Tsuukinhen,PS2,Taito,Simulation,2001,NorteAmerica,0
Densha De Go! 3 Tsuukinhen,PS2,Taito,Simulation,2001,Otros,0
Kikou Heidan J-Phoenix,PS2,Takara,Action,2001,Europa,0
Kikou Heidan J-Phoenix,PS2,Takara,Action,2001,Japon,0.06
Kikou Heidan J-Phoenix,PS2,Takara,Action,2001,NorteAmerica,0
Kikou Heidan J-Phoenix,PS2,Takara,Action,2001,Otros,0
EX Monopoly,GBA,Takara,Misc,2001,Europa,0.06
EX Monopoly,GBA,Takara,Misc,2001,Japon,0
EX Monopoly,GBA,Takara,Misc,2001,NorteAmerica,0.16
EX Monopoly,GBA,Takara,Misc,2001,Otros,0
Grand Theft Auto III,PS2,Take-Two Interactive,Action,2001,Europa,4.51
Grand Theft Auto III,PS2,Take-Two Interactive,Action,2001,Japon,0.3
Grand Theft Auto III,PS2,Take-Two Interactive,Action,2001,NorteAmerica,6.99
Grand Theft Auto III,PS2,Take-Two Interactive,Action,2001,Otros,1.3
KISS Pinball,PS,Take-Two Interactive,Action,2001,Europa,0.12
KISS Pinball,PS,Take-Two Interactive,Action,2001,Japon,0
KISS Pinball,PS,Take-Two Interactive,Action,2001,NorteAmerica,0.17
KISS Pinball,PS,Take-Two Interactive,Action,2001,Otros,0.02
Oni,PS2,Take-Two Interactive,Action,2001,Europa,0.2
Oni,PS2,Take-Two Interactive,Action,2001,Japon,0
Oni,PS2,Take-Two Interactive,Action,2001,NorteAmerica,0.26
Oni,PS2,Take-Two Interactive,Action,2001,Otros,0.07
Rune: Viking Warlord,PS2,Take-Two Interactive,Action,2001,Europa,0.1
Rune: Viking Warlord,PS2,Take-Two Interactive,Action,2001,Japon,0
Rune: Viking Warlord,PS2,Take-Two Interactive,Action,2001,NorteAmerica,0.13
Rune: Viking Warlord,PS2,Take-Two Interactive,Action,2001,Otros,0.03
Martian Gothic: Unification,PS,Take-Two Interactive,Adventure,2001,Europa,0.04
Martian Gothic: Unification,PS,Take-Two Interactive,Adventure,2001,Japon,0
Martian Gothic: Unification,PS,Take-Two Interactive,Adventure,2001,NorteAmerica,0.06
Martian Gothic: Unification,PS,Take-Two Interactive,Adventure,2001,Otros,0.01
Motocross Mania,PS,Take-Two Interactive,Racing,2001,Europa,0.3
Motocross Mania,PS,Take-Two Interactive,Racing,2001,Japon,0
Motocross Mania,PS,Take-Two Interactive,Racing,2001,NorteAmerica,0.44
Motocross Mania,PS,Take-Two Interactive,Racing,2001,Otros,0.05
Max Payne,PC,Take-Two Interactive,Shooter,2001,Europa,0.02
Max Payne,PC,Take-Two Interactive,Shooter,2001,Japon,0
Max Payne,PC,Take-Two Interactive,Shooter,2001,NorteAmerica,0
Max Payne,PC,Take-Two Interactive,Shooter,2001,Otros,0
Max Payne,PS2,Take-Two Interactive,Shooter,2001,Europa,1.05
Max Payne,PS2,Take-Two Interactive,Shooter,2001,Japon,0.05
Max Payne,PS2,Take-Two Interactive,Shooter,2001,NorteAmerica,1.99
Max Payne,PS2,Take-Two Interactive,Shooter,2001,Otros,0.22
Max Payne,XB,Take-Two Interactive,Shooter,2001,Europa,0.19
Max Payne,XB,Take-Two Interactive,Shooter,2001,Japon,0
Max Payne,XB,Take-Two Interactive,Shooter,2001,NorteAmerica,0.98
Max Payne,XB,Take-Two Interactive,Shooter,2001,Otros,0.05
Spec Ops: Covert Assault,PS,Take-Two Interactive,Shooter,2001,Europa,0.16
Spec Ops: Covert Assault,PS,Take-Two Interactive,Shooter,2001,Japon,0
Spec Ops: Covert Assault,PS,Take-Two Interactive,Shooter,2001,NorteAmerica,0.24
Spec Ops: Covert Assault,PS,Take-Two Interactive,Shooter,2001,Otros,0.03
City Crisis,PS2,Take-Two Interactive,Simulation,2001,Europa,0.05
City Crisis,PS2,Take-Two Interactive,Simulation,2001,Japon,0
City Crisis,PS2,Take-Two Interactive,Simulation,2001,NorteAmerica,0.06
City Crisis,PS2,Take-Two Interactive,Simulation,2001,Otros,0.02
Saltwater Sportfishing,PS,Take-Two Interactive,Sports,2001,Europa,0.08
Saltwater Sportfishing,PS,Take-Two Interactive,Sports,2001,Japon,0
Saltwater Sportfishing,PS,Take-Two Interactive,Sports,2001,NorteAmerica,0.12
Saltwater Sportfishing,PS,Take-Two Interactive,Sports,2001,Otros,0.01
Spec Ops: Ranger Elite,PS,TalonSoft,Shooter,2001,Europa,0.33
Spec Ops: Ranger Elite,PS,TalonSoft,Shooter,2001,Japon,0
Spec Ops: Ranger Elite,PS,TalonSoft,Shooter,2001,NorteAmerica,0.49
Spec Ops: Ranger Elite,PS,TalonSoft,Shooter,2001,Otros,0.06
No Rules: Get Phat,GBA,TDK Mediactive,Action,2001,Europa,0.01
No Rules: Get Phat,GBA,TDK Mediactive,Action,2001,Japon,0
No Rules: Get Phat,GBA,TDK Mediactive,Action,2001,NorteAmerica,0.03
No Rules: Get Phat,GBA,TDK Mediactive,Action,2001,Otros,0
Casper: Spirit Dimensions,PS2,TDK Mediactive,Platform,2001,Europa,0.05
Casper: Spirit Dimensions,PS2,TDK Mediactive,Platform,2001,Japon,0
Casper: Spirit Dimensions,PS2,TDK Mediactive,Platform,2001,NorteAmerica,0.07
Casper: Spirit Dimensions,PS2,TDK Mediactive,Platform,2001,Otros,0.02
Lady Sia,GBA,TDK Mediactive,Platform,2001,Europa,0.03
Lady Sia,GBA,TDK Mediactive,Platform,2001,Japon,0
Lady Sia,GBA,TDK Mediactive,Platform,2001,NorteAmerica,0.08
Lady Sia,GBA,TDK Mediactive,Platform,2001,Otros,0
Shrek,XB,TDK Mediactive,Platform,2001,Europa,0.1
Shrek,XB,TDK Mediactive,Platform,2001,Japon,0
Shrek,XB,TDK Mediactive,Platform,2001,NorteAmerica,0.25
Shrek,XB,TDK Mediactive,Platform,2001,Otros,0.01
The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,Racing,2001,Europa,0.04
The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,Racing,2001,Japon,0
The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,Racing,2001,NorteAmerica,0.05
The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,Racing,2001,Otros,0.01
Monster Rancher 3,PS2,Tecmo Koei,Simulation,2001,Europa,0.09
Monster Rancher 3,PS2,Tecmo Koei,Simulation,2001,Japon,0.14
Monster Rancher 3,PS2,Tecmo Koei,Simulation,2001,NorteAmerica,0.11
Monster Rancher 3,PS2,Tecmo Koei,Simulation,2001,Otros,0.03
Gallop Racer 2001,PS2,Tecmo Koei,Sports,2001,Europa,0.04
Gallop Racer 2001,PS2,Tecmo Koei,Sports,2001,Japon,0.06
Gallop Racer 2001,PS2,Tecmo Koei,Sports,2001,NorteAmerica,0.05
Gallop Racer 2001,PS2,Tecmo Koei,Sports,2001,Otros,0.01
Winning Post 5,PS2,Tecmo Koei,Sports,2001,Europa,0
Winning Post 5,PS2,Tecmo Koei,Sports,2001,Japon,0.13
Winning Post 5,PS2,Tecmo Koei,Sports,2001,NorteAmerica,0
Winning Post 5,PS2,Tecmo Koei,Sports,2001,Otros,0
Yanya Caballista: City Skater,PS2,Tecmo Koei,Sports,2001,Europa,0.02
Yanya Caballista: City Skater,PS2,Tecmo Koei,Sports,2001,Japon,0
Yanya Caballista: City Skater,PS2,Tecmo Koei,Sports,2001,NorteAmerica,0.02
Yanya Caballista: City Skater,PS2,Tecmo Koei,Sports,2001,Otros,0.01
Dynasty Warriors 3,PS2,THQ,Action,2001,Europa,0.16
Dynasty Warriors 3,PS2,THQ,Action,2001,Japon,1.07
Dynasty Warriors 3,PS2,THQ,Action,2001,NorteAmerica,0.53
Dynasty Warriors 3,PS2,THQ,Action,2001,Otros,0.1
Power Rangers: Time Force,GBA,THQ,Action,2001,Europa,0.05
Power Rangers: Time Force,GBA,THQ,Action,2001,Japon,0
Power Rangers: Time Force,GBA,THQ,Action,2001,NorteAmerica,0.14
Power Rangers: Time Force,GBA,THQ,Action,2001,Otros,0
Power Rangers: Time Force,PS,THQ,Action,2001,Europa,0.12
Power Rangers: Time Force,PS,THQ,Action,2001,Japon,0
Power Rangers: Time Force,PS,THQ,Action,2001,NorteAmerica,0.18
Power Rangers: Time Force,PS,THQ,Action,2001,Otros,0.02
Rocket Power: Dream Scheme,GBA,THQ,Action,2001,Europa,0.11
Rocket Power: Dream Scheme,GBA,THQ,Action,2001,Japon,0
Rocket Power: Dream Scheme,GBA,THQ,Action,2001,NorteAmerica,0.29
Rocket Power: Dream Scheme,GBA,THQ,Action,2001,Otros,0.01
Rugrats: Castle Capers,GBA,THQ,Action,2001,Europa,0.12
Rugrats: Castle Capers,GBA,THQ,Action,2001,Japon,0
Rugrats: Castle Capers,GBA,THQ,Action,2001,NorteAmerica,0.33
Rugrats: Castle Capers,GBA,THQ,Action,2001,Otros,0.01
SpongeBob SquarePants: SuperSponge,GBA,THQ,Action,2001,Europa,0.15
SpongeBob SquarePants: SuperSponge,GBA,THQ,Action,2001,Japon,0
SpongeBob SquarePants: SuperSponge,GBA,THQ,Action,2001,NorteAmerica,0.39
SpongeBob SquarePants: SuperSponge,GBA,THQ,Action,2001,Otros,0.01
SpongeBob SquarePants: SuperSponge,PS,THQ,Action,2001,Europa,0.58
SpongeBob SquarePants: SuperSponge,PS,THQ,Action,2001,Japon,0
SpongeBob SquarePants: SuperSponge,PS,THQ,Action,2001,NorteAmerica,1.12
SpongeBob SquarePants: SuperSponge,PS,THQ,Action,2001,Otros,0.08
The Wild Thornberrys: Chimp Chase,GBA,THQ,Action,2001,Europa,0.04
The Wild Thornberrys: Chimp Chase,GBA,THQ,Action,2001,Japon,0
The Wild Thornberrys: Chimp Chase,GBA,THQ,Action,2001,NorteAmerica,0.11
The Wild Thornberrys: Chimp Chase,GBA,THQ,Action,2001,Otros,0
"Monsters, Inc.",GBA,THQ,Adventure,2001,Europa,0.95
"Monsters, Inc.",GBA,THQ,Adventure,2001,Japon,0.03
"Monsters, Inc.",GBA,THQ,Adventure,2001,NorteAmerica,0.59
"Monsters, Inc.",GBA,THQ,Adventure,2001,Otros,0.1
Rugrats: Totally Angelica,PS,THQ,Adventure,2001,Europa,0.04
Rugrats: Totally Angelica,PS,THQ,Adventure,2001,Japon,0
Rugrats: Totally Angelica,PS,THQ,Adventure,2001,NorteAmerica,0.06
Rugrats: Totally Angelica,PS,THQ,Adventure,2001,Otros,0.01
Scooby Doo and the Cyber Chase,PS,THQ,Adventure,2001,Europa,1.23
Scooby Doo and the Cyber Chase,PS,THQ,Adventure,2001,Japon,0
Scooby Doo and the Cyber Chase,PS,THQ,Adventure,2001,NorteAmerica,0.59
Scooby Doo and the Cyber Chase,PS,THQ,Adventure,2001,Otros,0.13
WWF SmackDown! Just Bring It,PS2,THQ,Fighting,2001,Europa,1.15
WWF SmackDown! Just Bring It,PS2,THQ,Fighting,2001,Japon,0.04
WWF SmackDown! Just Bring It,PS2,THQ,Fighting,2001,NorteAmerica,1.19
WWF SmackDown! Just Bring It,PS2,THQ,Fighting,2001,Otros,0.41
Blue's Clues: Blue's Big Musical,PS,THQ,Misc,2001,Europa,0.19
Blue's Clues: Blue's Big Musical,PS,THQ,Misc,2001,Japon,0
Blue's Clues: Blue's Big Musical,PS,THQ,Misc,2001,NorteAmerica,0.28
Blue's Clues: Blue's Big Musical,PS,THQ,Misc,2001,Otros,0.03
Gitaroo Man,PS2,THQ,Misc,2001,Europa,0.02
Gitaroo Man,PS2,THQ,Misc,2001,Japon,0
Gitaroo Man,PS2,THQ,Misc,2001,NorteAmerica,0.02
Gitaroo Man,PS2,THQ,Misc,2001,Otros,0.01
Conker's Bad Fur Day,N64,THQ,Platform,2001,Europa,0.22
Conker's Bad Fur Day,N64,THQ,Platform,2001,Japon,0
Conker's Bad Fur Day,N64,THQ,Platform,2001,NorteAmerica,0.53
Conker's Bad Fur Day,N64,THQ,Platform,2001,Otros,0.02
Disney's Atlantis: The Lost Empire,GBA,THQ,Platform,2001,Europa,0.03
Disney's Atlantis: The Lost Empire,GBA,THQ,Platform,2001,Japon,0
Disney's Atlantis: The Lost Empire,GBA,THQ,Platform,2001,NorteAmerica,0.09
Disney's Atlantis: The Lost Empire,GBA,THQ,Platform,2001,Otros,0
Jimmy Neutron: Boy Genius,GBA,THQ,Platform,2001,Europa,0.11
Jimmy Neutron: Boy Genius,GBA,THQ,Platform,2001,Japon,0
Jimmy Neutron: Boy Genius,GBA,THQ,Platform,2001,NorteAmerica,0.3
Jimmy Neutron: Boy Genius,GBA,THQ,Platform,2001,Otros,0.01
Prehistorik Man,GBA,THQ,Platform,2001,Europa,0.01
Prehistorik Man,GBA,THQ,Platform,2001,Japon,0
Prehistorik Man,GBA,THQ,Platform,2001,NorteAmerica,0.01
Prehistorik Man,GBA,THQ,Platform,2001,Otros,0
Scooby-Doo,GBA,THQ,Platform,2001,Europa,0.12
Scooby-Doo,GBA,THQ,Platform,2001,Japon,0
Scooby-Doo,GBA,THQ,Platform,2001,NorteAmerica,0.33
Scooby-Doo,GBA,THQ,Platform,2001,Otros,0.01
Tetris Worlds,GBA,THQ,Puzzle,2001,Europa,0.39
Tetris Worlds,GBA,THQ,Puzzle,2001,Japon,0
Tetris Worlds,GBA,THQ,Puzzle,2001,NorteAmerica,1.25
Tetris Worlds,GBA,THQ,Puzzle,2001,Otros,0.06
Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,Racing,2001,Europa,0.05
Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,Racing,2001,Japon,0
Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,Racing,2001,NorteAmerica,0.08
Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,Racing,2001,Otros,0.01
GT Advance 2: Rally Racing,GBA,THQ,Racing,2001,Europa,0.03
GT Advance 2: Rally Racing,GBA,THQ,Racing,2001,Japon,0
GT Advance 2: Rally Racing,GBA,THQ,Racing,2001,NorteAmerica,0.08
GT Advance 2: Rally Racing,GBA,THQ,Racing,2001,Otros,0
GT Advance Championship Racing,GBA,THQ,Racing,2001,Europa,0.09
GT Advance Championship Racing,GBA,THQ,Racing,2001,Japon,0
GT Advance Championship Racing,GBA,THQ,Racing,2001,NorteAmerica,0.24
GT Advance Championship Racing,GBA,THQ,Racing,2001,Otros,0.01
Hot Wheels: Burnin' Rubber,GBA,THQ,Racing,2001,Europa,0.02
Hot Wheels: Burnin' Rubber,GBA,THQ,Racing,2001,Japon,0
Hot Wheels: Burnin' Rubber,GBA,THQ,Racing,2001,NorteAmerica,0.05
Hot Wheels: Burnin' Rubber,GBA,THQ,Racing,2001,Otros,0
MX 2002 Featuring Ricky Carmichael,GBA,THQ,Racing,2001,Europa,0.04
MX 2002 Featuring Ricky Carmichael,GBA,THQ,Racing,2001,Japon,0
MX 2002 Featuring Ricky Carmichael,GBA,THQ,Racing,2001,NorteAmerica,0.11
MX 2002 Featuring Ricky Carmichael,GBA,THQ,Racing,2001,Otros,0
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Racing,2001,Europa,0.21
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Racing,2001,Japon,0
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Racing,2001,NorteAmerica,0.27
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Racing,2001,Otros,0.07
MX 2002 Featuring Ricky Carmichael,XB,THQ,Racing,2001,Europa,0.03
MX 2002 Featuring Ricky Carmichael,XB,THQ,Racing,2001,Japon,0
MX 2002 Featuring Ricky Carmichael,XB,THQ,Racing,2001,NorteAmerica,0.1
MX 2002 Featuring Ricky Carmichael,XB,THQ,Racing,2001,Otros,0
Aidyn Chronicles: The First Mage,N64,THQ,Role-Playing,2001,Europa,0.02
Aidyn Chronicles: The First Mage,N64,THQ,Role-Playing,2001,Japon,0
Aidyn Chronicles: The First Mage,N64,THQ,Role-Playing,2001,NorteAmerica,0.08
Aidyn Chronicles: The First Mage,N64,THQ,Role-Playing,2001,Otros,0
Iridion 3D,GBA,THQ,Shooter,2001,Europa,0.12
Iridion 3D,GBA,THQ,Shooter,2001,Japon,0
Iridion 3D,GBA,THQ,Shooter,2001,NorteAmerica,0.33
Iridion 3D,GBA,THQ,Shooter,2001,Otros,0.01
Red Faction,PS2,THQ,Shooter,2001,Europa,0.96
Red Faction,PS2,THQ,Shooter,2001,Japon,0
Red Faction,PS2,THQ,Shooter,2001,NorteAmerica,0.76
Red Faction,PS2,THQ,Shooter,2001,Otros,0.2
Bass Strike,PS2,THQ,Sports,2001,Europa,0.11
Bass Strike,PS2,THQ,Sports,2001,Japon,0
Bass Strike,PS2,THQ,Sports,2001,NorteAmerica,0.14
Bass Strike,PS2,THQ,Sports,2001,Otros,0.04
Boxing Fever,GBA,THQ,Sports,2001,Europa,0.02
Boxing Fever,GBA,THQ,Sports,2001,Japon,0
Boxing Fever,GBA,THQ,Sports,2001,NorteAmerica,0.06
Boxing Fever,GBA,THQ,Sports,2001,Otros,0
Dark Summit,PS2,THQ,Sports,2001,Europa,0.08
Dark Summit,PS2,THQ,Sports,2001,Japon,0
Dark Summit,PS2,THQ,Sports,2001,NorteAmerica,0.11
Dark Summit,PS2,THQ,Sports,2001,Otros,0.03
Dark Summit,XB,THQ,Sports,2001,Europa,0.02
Dark Summit,XB,THQ,Sports,2001,Japon,0
Dark Summit,XB,THQ,Sports,2001,NorteAmerica,0.08
Dark Summit,XB,THQ,Sports,2001,Otros,0
Rocket Power: Team Rocket Rescue,PS,THQ,Sports,2001,Europa,0.32
Rocket Power: Team Rocket Rescue,PS,THQ,Sports,2001,Japon,0
Rocket Power: Team Rocket Rescue,PS,THQ,Sports,2001,NorteAmerica,0.47
Rocket Power: Team Rocket Rescue,PS,THQ,Sports,2001,Otros,0.05
Kessen II,PS2,THQ,Strategy,2001,Europa,0.1
Kessen II,PS2,THQ,Strategy,2001,Japon,0.2
Kessen II,PS2,THQ,Strategy,2001,NorteAmerica,0.13
Kessen II,PS2,THQ,Strategy,2001,Otros,0.03
Planet Monsters,GBA,Titus,Action,2001,Europa,0
Planet Monsters,GBA,Titus,Action,2001,Japon,0
Planet Monsters,GBA,Titus,Action,2001,NorteAmerica,0.01
Planet Monsters,GBA,Titus,Action,2001,Otros,0
Kao the Kangaroo,GBA,Titus,Platform,2001,Europa,0
Kao the Kangaroo,GBA,Titus,Platform,2001,Japon,0
Kao the Kangaroo,GBA,Titus,Platform,2001,NorteAmerica,0.01
Kao the Kangaroo,GBA,Titus,Platform,2001,Otros,0
Stunt GP,PS2,Titus,Racing,2001,Europa,0.02
Stunt GP,PS2,Titus,Racing,2001,Japon,0
Stunt GP,PS2,Titus,Racing,2001,NorteAmerica,0.02
Stunt GP,PS2,Titus,Racing,2001,Otros,0.01
Top Gun: Combat Zones,PS2,Titus,Simulation,2001,Europa,0.35
Top Gun: Combat Zones,PS2,Titus,Simulation,2001,Japon,0
Top Gun: Combat Zones,PS2,Titus,Simulation,2001,NorteAmerica,0.45
Top Gun: Combat Zones,PS2,Titus,Simulation,2001,Otros,0.12
Planet of the Apes,GBA,Ubisoft,Action,2001,Europa,0.01
Planet of the Apes,GBA,Ubisoft,Action,2001,Japon,0
Planet of the Apes,GBA,Ubisoft,Action,2001,NorteAmerica,0.02
Planet of the Apes,GBA,Ubisoft,Action,2001,Otros,0
Batman: Vengeance,GBA,Ubisoft,Adventure,2001,Europa,0.05
Batman: Vengeance,GBA,Ubisoft,Adventure,2001,Japon,0
Batman: Vengeance,GBA,Ubisoft,Adventure,2001,NorteAmerica,0.13
Batman: Vengeance,GBA,Ubisoft,Adventure,2001,Otros,0
Batman: Vengeance,GC,Ubisoft,Adventure,2001,Europa,0.05
Batman: Vengeance,GC,Ubisoft,Adventure,2001,Japon,0
Batman: Vengeance,GC,Ubisoft,Adventure,2001,NorteAmerica,0.2
Batman: Vengeance,GC,Ubisoft,Adventure,2001,Otros,0.01
Batman: Vengeance,PS2,Ubisoft,Adventure,2001,Europa,0.21
Batman: Vengeance,PS2,Ubisoft,Adventure,2001,Japon,0
Batman: Vengeance,PS2,Ubisoft,Adventure,2001,NorteAmerica,0.27
Batman: Vengeance,PS2,Ubisoft,Adventure,2001,Otros,0.07
Scooby-Doo and the Cyber Chase,GBA,Ubisoft,Adventure,2001,Europa,0.11
Scooby-Doo and the Cyber Chase,GBA,Ubisoft,Adventure,2001,Japon,0
Scooby-Doo and the Cyber Chase,GBA,Ubisoft,Adventure,2001,NorteAmerica,0.3
Scooby-Doo and the Cyber Chase,GBA,Ubisoft,Adventure,2001,Otros,0.01
Final Fight One,GBA,Ubisoft,Fighting,2001,Europa,0.03
Final Fight One,GBA,Ubisoft,Fighting,2001,Japon,0.08
Final Fight One,GBA,Ubisoft,Fighting,2001,NorteAmerica,0.09
Final Fight One,GBA,Ubisoft,Fighting,2001,Otros,0
Super Street Fighter II: Turbo Revival,GBA,Ubisoft,Fighting,2001,Europa,0.07
Super Street Fighter II: Turbo Revival,GBA,Ubisoft,Fighting,2001,Japon,0
Super Street Fighter II: Turbo Revival,GBA,Ubisoft,Fighting,2001,NorteAmerica,0.18
Super Street Fighter II: Turbo Revival,GBA,Ubisoft,Fighting,2001,Otros,0
Disney's Donald Duck Advance,GBA,Ubisoft,Platform,2001,Europa,0.02
Disney's Donald Duck Advance,GBA,Ubisoft,Platform,2001,Japon,0
Disney's Donald Duck Advance,GBA,Ubisoft,Platform,2001,NorteAmerica,0.05
Disney's Donald Duck Advance,GBA,Ubisoft,Platform,2001,Otros,0
Disney's Tarzan Untamed,GC,Ubisoft,Platform,2001,Europa,0.04
Disney's Tarzan Untamed,GC,Ubisoft,Platform,2001,Japon,0
Disney's Tarzan Untamed,GC,Ubisoft,Platform,2001,NorteAmerica,0.14
Disney's Tarzan Untamed,GC,Ubisoft,Platform,2001,Otros,0
Disney's Tarzan Untamed,PS2,Ubisoft,Platform,2001,Europa,0.16
Disney's Tarzan Untamed,PS2,Ubisoft,Platform,2001,Japon,0
Disney's Tarzan Untamed,PS2,Ubisoft,Platform,2001,NorteAmerica,0.2
Disney's Tarzan Untamed,PS2,Ubisoft,Platform,2001,Otros,0.05
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Ubisoft,Platform,2001,Europa,0.01
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Ubisoft,Platform,2001,Japon,0
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Ubisoft,Platform,2001,NorteAmerica,0.02
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Ubisoft,Platform,2001,Otros,0
Rayman Advance,GBA,Ubisoft,Platform,2001,Europa,0.13
Rayman Advance,GBA,Ubisoft,Platform,2001,Japon,0
Rayman Advance,GBA,Ubisoft,Platform,2001,NorteAmerica,0.36
Rayman Advance,GBA,Ubisoft,Platform,2001,Otros,0.01
Inspector Gadget: Gadget's Crazy Maze,PS,Ubisoft,Puzzle,2001,Europa,0.02
Inspector Gadget: Gadget's Crazy Maze,PS,Ubisoft,Puzzle,2001,Japon,0
Inspector Gadget: Gadget's Crazy Maze,PS,Ubisoft,Puzzle,2001,NorteAmerica,0.03
Inspector Gadget: Gadget's Crazy Maze,PS,Ubisoft,Puzzle,2001,Otros,0
Super Bust-A-Move,GBA,Ubisoft,Puzzle,2001,Europa,0.01
Super Bust-A-Move,GBA,Ubisoft,Puzzle,2001,Japon,0
Super Bust-A-Move,GBA,Ubisoft,Puzzle,2001,NorteAmerica,0.03
Super Bust-A-Move,GBA,Ubisoft,Puzzle,2001,Otros,0
Batman: Gotham City Racer,PS,Ubisoft,Racing,2001,Europa,0.02
Batman: Gotham City Racer,PS,Ubisoft,Racing,2001,Japon,0
Batman: Gotham City Racer,PS,Ubisoft,Racing,2001,NorteAmerica,0.03
Batman: Gotham City Racer,PS,Ubisoft,Racing,2001,Otros,0
Rayman Arena,PS2,Ubisoft,Racing,2001,Europa,0.23
Rayman Arena,PS2,Ubisoft,Racing,2001,Japon,0
Rayman Arena,PS2,Ubisoft,Racing,2001,NorteAmerica,0.29
Rayman Arena,PS2,Ubisoft,Racing,2001,Otros,0.08
Breath of Fire,GBA,Ubisoft,Role-Playing,2001,Europa,0.04
Breath of Fire,GBA,Ubisoft,Role-Playing,2001,Japon,0.06
Breath of Fire,GBA,Ubisoft,Role-Playing,2001,NorteAmerica,0.11
Breath of Fire,GBA,Ubisoft,Role-Playing,2001,Otros,0
Breath of Fire II,GBA,Ubisoft,Role-Playing,2001,Europa,0.05
Breath of Fire II,GBA,Ubisoft,Role-Playing,2001,Japon,0
Breath of Fire II,GBA,Ubisoft,Role-Playing,2001,NorteAmerica,0.14
Breath of Fire II,GBA,Ubisoft,Role-Playing,2001,Otros,0
Jade Cocoon 2,PS2,Ubisoft,Role-Playing,2001,Europa,0.04
Jade Cocoon 2,PS2,Ubisoft,Role-Playing,2001,Japon,0
Jade Cocoon 2,PS2,Ubisoft,Role-Playing,2001,NorteAmerica,0.05
Jade Cocoon 2,PS2,Ubisoft,Role-Playing,2001,Otros,0.01
The Legend of Alon D'ar,PS2,Ubisoft,Role-Playing,2001,Europa,0.03
The Legend of Alon D'ar,PS2,Ubisoft,Role-Playing,2001,Japon,0
The Legend of Alon D'ar,PS2,Ubisoft,Role-Playing,2001,NorteAmerica,0.04
The Legend of Alon D'ar,PS2,Ubisoft,Role-Playing,2001,Otros,0.01
Wizardry: Tale of the Forsaken Land,PS2,Ubisoft,Role-Playing,2001,Europa,0.03
Wizardry: Tale of the Forsaken Land,PS2,Ubisoft,Role-Playing,2001,Japon,0
Wizardry: Tale of the Forsaken Land,PS2,Ubisoft,Role-Playing,2001,NorteAmerica,0.04
Wizardry: Tale of the Forsaken Land,PS2,Ubisoft,Role-Playing,2001,Otros,0.01
Tom Clancy's Rainbow Six: Rogue Spear,PS,Ubisoft,Shooter,2001,Europa,0.09
Tom Clancy's Rainbow Six: Rogue Spear,PS,Ubisoft,Shooter,2001,Japon,0
Tom Clancy's Rainbow Six: Rogue Spear,PS,Ubisoft,Shooter,2001,NorteAmerica,0.13
Tom Clancy's Rainbow Six: Rogue Spear,PS,Ubisoft,Shooter,2001,Otros,0.02
Razor Freestyle Scooter,GBA,Ubisoft,Sports,2001,Europa,0
Razor Freestyle Scooter,GBA,Ubisoft,Sports,2001,Japon,0
Razor Freestyle Scooter,GBA,Ubisoft,Sports,2001,NorteAmerica,0.01
Razor Freestyle Scooter,GBA,Ubisoft,Sports,2001,Otros,0
Sunny Garcia Surfing,PS2,Ubisoft,Sports,2001,Europa,0.01
